id,year,age,number_of_visits,county
2569,2012,Adults (18+),99.0,Alameda
2570,2012,AllAges,43.0,Alameda
2571,2012,Children (0-17),12.0,Alameda
2572,2012,Adults (18+),31.0,Alameda
2573,2012,AllAges,161.0,Alameda
2574,2012,Children (0-17),60.0,Alameda
2575,2012,Adults (18+),101.0,Alameda
2576,2012,AllAges,469.0,Alameda
2577,2012,Children (0-17),129.0,Alameda
2578,2012,Adults (18+),340.0,Alameda
2579,2012,AllAges,120.0,Alameda
2580,2012,Children (0-17),28.0,Alameda
2581,2012,Adults (18+),92.0,Alameda
2582,2012,AllAges,140.0,Alameda
2583,2012,Children (0-17),25.0,Alameda
2584,2012,Adults (18+),115.0,Alameda
2585,2012,AllAges,39.0,Alameda
2586,2012,Children (0-17),0.0,Alameda
2587,2012,Adults (18+),32.0,Alameda
2588,2012,AllAges,44.0,Alameda
2589,2012,Children (0-17),0.0,Alameda
2590,2012,Adults (18+),35.0,Alameda
2591,2012,AllAges,51.0,Alameda
2592,2012,Children (0-17),26.0,Alameda
2593,2012,Adults (18+),25.0,Alameda
2594,2012,AllAges,28.0,Alameda
2595,2012,Children (0-17),0.0,Alameda
2596,2012,Adults (18+),23.0,Alameda
2597,2012,AllAges,13.0,Alameda
2598,2012,Children (0-17),0.0,Alameda
2599,2012,Adults (18+),0.0,Alameda
2600,2012,AllAges,18.0,Alameda
2601,2012,Adults (18+),14.0,Alameda
2602,2012,AllAges,56.0,Alameda
2603,2012,Children (0-17),14.0,Alameda
2604,2012,Adults (18+),42.0,Alameda
2605,2012,AllAges,681.0,Contra C;Osta
2606,2012,Children (0-17),237.0,Contra C;Osta
2607,2012,Adults (18+),444.0,Contra C;Osta
2608,2012,AllAges,159.0,Contra C;Osta
2609,2012,Children (0-17),54.0,Contra C;Osta
2610,2012,Adults (18+),105.0,Contra C;Osta
2611,2012,AllAges,676.0,Contra C;Osta
2612,2012,Children (0-17),227.0,Contra C;Osta
2613,2012,Adults (18+),449.0,Contra C;Osta
2614,2012,AllAges,97.0,Contra C;Osta
2615,2012,Children (0-17),32.0,Contra C;Osta
2616,2012,Adults (18+),65.0,Contra C;Osta
2617,2012,AllAges,682.0,Contra C;Osta
2618,2012,Children (0-17),247.0,Contra C;Osta
2619,2012,Adults (18+),435.0,Contra C;Osta
2620,2012,AllAges,129.0,Marin
2621,2012,Children (0-17),44.0,Marin
2622,2012,Adults (18+),85.0,Marin
2623,2012,AllAges,81.0,Marin
2624,2012,Children (0-17),13.0,Marin
2625,2012,Adults (18+),68.0,Marin
2626,2012,AllAges,22.0,Marin
2627,2012,Children (0-17),0.0,Marin
2628,2012,Adults (18+),15.0,Marin
2629,2012,AllAges,17.0,Marin
2630,2012,Children (0-17),0.0,Marin
2631,2012,Adults (18+),0.0,Marin
2632,2012,AllAges,22.0,Marin
2633,2012,Children (0-17),0.0,Marin
2634,2012,Adults (18+),15.0,Marin
2635,2012,AllAges,188.0,Sonoma
2636,2012,Children (0-17),57.0,Sonoma
2637,2012,Adults (18+),131.0,Sonoma
2638,2012,AllAges,29.0,Marin
2639,2012,Children (0-17),0.0,Marin
2640,2012,Adults (18+),22.0,Marin
2641,2012,AllAges,52.0,Sonoma
2642,2012,Children (0-17),14.0,Sonoma
2643,2012,Adults (18+),38.0,Sonoma
2644,2012,AllAges,46.0,Marin
2645,2012,Children (0-17),15.0,Marin
2646,2012,Adults (18+),31.0,Marin
2647,2012,AllAges,58.0,Marin
2648,2012,Children (0-17),17.0,Marin
2649,2012,Adults (18+),41.0,Marin
2650,2012,AllAges,111.0,Marin
2651,2012,Children (0-17),30.0,Marin
2652,2012,Adults (18+),81.0,Marin
2653,2012,AllAges,88.0,Marin
2654,2012,Children (0-17),21.0,Marin
2655,2012,Adults (18+),67.0,Marin
2656,2012,AllAges,21.0,Sonoma
2657,2012,Children (0-17),0.0,Sonoma
2658,2012,Adults (18+),19.0,Sonoma
2659,2012,AllAges,138.0,Sonoma
2660,2012,Children (0-17),50.0,Sonoma
2661,2012,Adults (18+),88.0,Sonoma
2662,2012,AllAges,154.0,Sonoma
2663,2012,Children (0-17),65.0,Sonoma
2664,2012,Adults (18+),89.0,Sonoma
2665,2012,AllAges,29.0,Marin
2666,2012,Children (0-17),0.0,Marin
2667,2012,Adults (18+),18.0,Marin
2668,2012,AllAges,25.0,Marin
2669,2012,Adults (18+),18.0,Marin
2670,2012,AllAges,45.0,Santa Cruz
2671,2012,Children (0-17),16.0,Santa Cruz
2672,2012,Adults (18+),29.0,Santa Cruz
2673,2012,AllAges,15.0,Santa Cruz
2674,2012,Children (0-17),0.0,Santa Cruz
2675,2012,Adults (18+),14.0,Santa Cruz
2676,2012,AllAges,25.0,Santa Cruz
2677,2012,Children (0-17),13.0,Santa Cruz
2678,2012,Adults (18+),12.0,Santa Cruz
2679,2012,AllAges,113.0,Santa Clara
2680,2012,Children (0-17),47.0,Santa Clara
2681,2012,Adults (18+),66.0,Santa Clara
2682,2012,AllAges,42.0,Santa Cruz
2683,2012,Children (0-17),0.0,Santa Cruz
2684,2012,Adults (18+),37.0,Santa Cruz
2685,2012,AllAges,69.0,Monterey
2686,2012,Children (0-17),36.0,Monterey
2687,2012,Adults (18+),33.0,Monterey
2688,2012,AllAges,63.0,Santa Clara
2689,2012,Children (0-17),32.0,Santa Clara
2690,2012,Adults (18+),31.0,Santa Clara
2691,2012,AllAges,13.0,Santa Cruz
2692,2012,Children (0-17),0.0,Santa Cruz
2693,2012,Adults (18+),0.0,Santa Cruz
2694,2012,AllAges,43.0,Santa Cruz
2695,2012,Children (0-17),24.0,Santa Cruz
2696,2012,Adults (18+),19.0,Santa Cruz
2697,2012,AllAges,354.0,Santa Clara
2698,2012,Children (0-17),123.0,Santa Clara
2699,2012,Adults (18+),231.0,Santa Clara
2700,2012,AllAges,220.0,San Benito
2701,2012,Children (0-17),97.0,San Benito
2702,2012,Adults (18+),123.0,San Benito
2703,2012,AllAges,18.0,Santa Clara
2704,2012,Children (0-17),0.0,Santa Clara
2705,2012,Adults (18+),12.0,Santa Clara
2706,2012,AllAges,43.0,Santa Clara
2707,2012,Children (0-17),12.0,Santa Clara
2708,2012,Adults (18+),31.0,Santa Clara
2709,2012,AllAges,137.0,Santa Clara
2710,2012,Children (0-17),53.0,Santa Clara
2711,2012,Adults (18+),84.0,Santa Clara
2712,2012,AllAges,172.0,Santa Clara
2713,2012,Children (0-17),53.0,Santa Clara
2714,2012,Adults (18+),119.0,Santa Clara
2715,2012,AllAges,15.0,San Benito
2716,2012,Children (0-17),0.0,San Benito
2717,2012,Adults (18+),0.0,San Benito
2718,2012,AllAges,25.0,Santa Clara
2719,2012,Children (0-17),0.0,Santa Clara
2720,2012,Adults (18+),20.0,Santa Clara
2721,2012,AllAges,118.0,Santa Clara
2722,2012,Children (0-17),27.0,Santa Clara
2723,2012,Adults (18+),91.0,Santa Clara
2724,2012,AllAges,123.0,Santa Clara
2725,2012,Children (0-17),65.0,Santa Clara
2726,2012,Adults (18+),58.0,Santa Clara
2727,2012,AllAges,39.0,Santa Clara
2728,2012,Children (0-17),13.0,Santa Clara
2729,2012,Adults (18+),26.0,Santa Clara
2730,2012,AllAges,114.0,Santa Cruz
2731,2012,Children (0-17),22.0,Santa Cruz
2732,2012,Adults (18+),92.0,Santa Cruz
2733,2012,AllAges,86.0,Santa Cruz
2734,2012,Children (0-17),26.0,Santa Cruz
2735,2012,Adults (18+),60.0,Santa Cruz
2736,2012,AllAges,14.0,Santa Cruz
2737,2012,Children (0-17),0.0,Santa Cruz
2738,2012,Adults (18+),0.0,Santa Cruz
2739,2012,AllAges,23.0,Santa Cruz
2740,2012,Children (0-17),0.0,Santa Cruz
2741,2012,Adults (18+),21.0,Santa Cruz
2742,2012,AllAges,33.0,Santa Clara
2743,2012,Children (0-17),12.0,Santa Clara
2744,2012,Adults (18+),21.0,Santa Clara
2745,2012,AllAges,36.0,Santa Cruz
2746,2012,Children (0-17),15.0,Santa Cruz
2747,2012,Adults (18+),21.0,Santa Cruz
2748,2012,AllAges,446.0,Santa Cruz
2749,2012,Children (0-17),275.0,Santa Cruz
2750,2012,Adults (18+),171.0,Santa Cruz
2751,2012,AllAges,57.0,Santa Clara
2752,2012,Children (0-17),17.0,Santa Clara
2753,2012,Adults (18+),40.0,Santa Clara
2754,2012,AllAges,254.0,Santa Clara
2755,2012,Children (0-17),85.0,Santa Clara
2756,2012,Adults (18+),169.0,Santa Clara
2757,2012,AllAges,271.0,Santa Clara
2758,2012,Children (0-17),76.0,Santa Clara
2759,2012,Adults (18+),195.0,Santa Clara
2760,2012,AllAges,27.0,Santa Clara
2761,2012,Children (0-17),0.0,Santa Clara
2762,2012,Adults (18+),26.0,Santa Clara
2763,2012,AllAges,323.0,Santa Clara
2764,2012,Children (0-17),99.0,Santa Clara
2765,2012,Adults (18+),224.0,Santa Clara
2766,2012,AllAges,120.0,Santa Clara
2767,2012,Children (0-17),43.0,Santa Clara
2768,2012,Adults (18+),77.0,Santa Clara
2769,2012,AllAges,89.0,Santa Clara
2770,2012,Children (0-17),18.0,Santa Clara
2771,2012,Adults (18+),71.0,Santa Clara
2772,2012,AllAges,35.0,Santa Clara
2773,2012,Children (0-17),13.0,Santa Clara
2774,2012,Adults (18+),22.0,Santa Clara
2775,2012,AllAges,65.0,Santa Clara
2776,2012,Children (0-17),25.0,Santa Clara
2777,2012,Adults (18+),40.0,Santa Clara
2778,2012,AllAges,137.0,Santa Clara
2779,2012,Children (0-17),32.0,Santa Clara
2780,2012,Adults (18+),105.0,Santa Clara
2781,2012,AllAges,268.0,Santa Clara
2782,2012,Children (0-17),94.0,Santa Clara
2783,2012,Adults (18+),174.0,Santa Clara
2784,2012,AllAges,263.0,Santa Clara
2785,2012,Children (0-17),79.0,Santa Clara
2786,2012,Adults (18+),184.0,Santa Clara
2787,2012,AllAges,120.0,Santa Clara
2788,2012,Children (0-17),38.0,Santa Clara
2789,2012,Adults (18+),82.0,Santa Clara
2790,2012,AllAges,147.0,Santa Clara
2791,2012,Children (0-17),37.0,Santa Clara
2792,2012,Adults (18+),110.0,Santa Clara
2793,2012,AllAges,165.0,Santa Clara
2794,2012,Children (0-17),45.0,Santa Clara
2795,2012,Adults (18+),120.0,Santa Clara
2796,2012,AllAges,271.0,Santa Clara
2797,2012,Children (0-17),87.0,Santa Clara
2798,2012,Adults (18+),184.0,Santa Clara
2799,2012,AllAges,139.0,Santa Clara
2800,2012,Children (0-17),31.0,Santa Clara
2801,2012,Adults (18+),108.0,Santa Clara
2802,2012,AllAges,71.0,Santa Clara
2803,2012,Children (0-17),25.0,Santa Clara
2804,2012,Adults (18+),46.0,Santa Clara
2805,2012,AllAges,35.0,Santa Clara
2806,2012,Children (0-17),0.0,Santa Clara
2807,2012,Adults (18+),24.0,Santa Clara
2808,2012,AllAges,80.0,Santa Clara
2809,2012,Children (0-17),27.0,Santa Clara
2810,2012,Adults (18+),53.0,Santa Clara
2811,2012,AllAges,103.0,Santa Clara
2812,2012,Children (0-17),37.0,Santa Clara
2813,2012,Adults (18+),66.0,Santa Clara
2814,2012,AllAges,68.0,Santa Clara
2815,2012,Children (0-17),22.0,Santa Clara
2816,2012,Adults (18+),46.0,Santa Clara
2817,2012,AllAges,51.0,Santa Clara
2818,2012,Children (0-17),17.0,Santa Clara
2819,2012,Adults (18+),34.0,Santa Clara
2820,2012,AllAges,37.0,Santa Clara
2821,2012,Children (0-17),14.0,Santa Clara
2822,2012,Adults (18+),23.0,Santa Clara
2823,2012,AllAges,146.0,Santa Clara
2824,2012,Children (0-17),46.0,Santa Clara
2825,2012,Adults (18+),100.0,Santa Clara
2826,2012,AllAges,57.0,Santa Clara
2827,2012,Children (0-17),23.0,Santa Clara
2828,2012,Adults (18+),34.0,Santa Clara
2829,2012,AllAges,20.0,Santa Clara
2830,2012,Children (0-17),0.0,Santa Clara
2831,2012,Adults (18+),12.0,Santa Clara
2832,2012,AllAges,131.0,Santa Clara
2833,2012,Children (0-17),55.0,Santa Clara
2834,2012,Adults (18+),76.0,Santa Clara
2835,2012,AllAges,123.0,San Joaquin
2836,2012,Children (0-17),26.0,San Joaquin
2837,2012,Adults (18+),97.0,San Joaquin
2838,2012,AllAges,168.0,San Joaquin
2839,2012,Children (0-17),56.0,San Joaquin
2840,2012,Adults (18+),112.0,San Joaquin
2841,2012,AllAges,164.0,San Joaquin
2842,2012,Children (0-17),60.0,San Joaquin
2843,2012,Adults (18+),104.0,San Joaquin
2844,2012,AllAges,295.0,San Joaquin
2845,2012,Children (0-17),119.0,San Joaquin
2846,2012,Adults (18+),176.0,San Joaquin
2847,2012,AllAges,460.0,San Joaquin
2848,2012,Children (0-17),182.0,San Joaquin
2849,2012,Adults (18+),278.0,San Joaquin
2850,2012,AllAges,352.0,San Joaquin
2851,2012,Children (0-17),123.0,San Joaquin
2852,2012,Adults (18+),229.0,San Joaquin
2853,2012,AllAges,206.0,San Joaquin
2854,2012,Children (0-17),65.0,San Joaquin
2855,2012,Adults (18+),141.0,San Joaquin
2856,2012,AllAges,267.0,San Joaquin
2857,2012,Children (0-17),89.0,San Joaquin
2858,2012,Adults (18+),178.0,San Joaquin
2859,2012,AllAges,82.0,San Joaquin
2860,2012,Children (0-17),29.0,San Joaquin
2861,2012,Adults (18+),53.0,San Joaquin
2862,2012,AllAges,108.0,San Joaquin
2863,2012,Children (0-17),35.0,San Joaquin
2864,2012,Adults (18+),73.0,San Joaquin
2865,2012,AllAges,96.0,San Joaquin
2866,2012,Children (0-17),31.0,San Joaquin
2867,2012,Adults (18+),65.0,San Joaquin
2868,2012,AllAges,16.0,San Joaquin
2869,2012,Children (0-17),0.0,San Joaquin
2870,2012,Adults (18+),15.0,San Joaquin
2871,2012,AllAges,19.0,Calaveras
2872,2012,Children (0-17),0.0,Calaveras
2873,2012,Adults (18+),15.0,Calaveras
2874,2012,AllAges,43.0,San Joaquin
2875,2012,Children (0-17),21.0,San Joaquin
2876,2012,Adults (18+),22.0,San Joaquin
2877,2012,AllAges,17.0,San Joaquin
2878,2012,Children (0-17),0.0,San Joaquin
2879,2012,Adults (18+),12.0,San Joaquin
2880,2012,AllAges,214.0,San Joaquin
2881,2012,Children (0-17),82.0,San Joaquin
2882,2012,Adults (18+),132.0,San Joaquin
2883,2012,AllAges,53.0,San Joaquin
2884,2012,Children (0-17),25.0,San Joaquin
2885,2012,Adults (18+),28.0,San Joaquin
2886,2012,AllAges,28.0,Calaveras
2887,2012,Children (0-17),0.0,Calaveras
2888,2012,Adults (18+),25.0,Calaveras
2889,2012,AllAges,57.0,Calaveras
2890,2012,Children (0-17),15.0,Calaveras
2891,2012,Adults (18+),42.0,Calaveras
2892,2012,AllAges,22.0,San Joaquin
2893,2012,Children (0-17),0.0,San Joaquin
2894,2012,Adults (18+),17.0,San Joaquin
2895,2012,AllAges,228.0,Merced
2896,2012,Children (0-17),104.0,Merced
2897,2012,Adults (18+),124.0,Merced
2898,2012,AllAges,61.0,San Joaquin
2899,2012,Children (0-17),24.0,San Joaquin
2900,2012,Adults (18+),37.0,San Joaquin
2901,2012,AllAges,235.0,Stanislaus
2902,2012,Children (0-17),92.0,Stanislaus
2903,2012,Adults (18+),143.0,Stanislaus
2904,2012,AllAges,12.0,Tuolumne
2905,2012,Children (0-17),0.0,Tuolumne
2906,2012,Adults (18+),0.0,Tuolumne
2907,2012,AllAges,71.0,Merced
2908,2012,Children (0-17),49.0,Merced
2909,2012,Adults (18+),22.0,Merced
2910,2012,AllAges,37.0,Stanislaus
2911,2012,Children (0-17),0.0,Stanislaus
2912,2012,Adults (18+),28.0,Stanislaus
2913,2012,AllAges,36.0,San Joaquin
2914,2012,Children (0-17),20.0,San Joaquin
2915,2012,Adults (18+),16.0,San Joaquin
2916,2012,AllAges,53.0,Merced
2917,2012,Children (0-17),23.0,Merced
2918,2012,Adults (18+),30.0,Merced
2919,2012,AllAges,24.0,Merced
2920,2012,Children (0-17),0.0,Merced
2921,2012,Adults (18+),16.0,Merced
2922,2012,AllAges,39.0,Stanislaus
2923,2012,Children (0-17),13.0,Stanislaus
2924,2012,Adults (18+),26.0,Stanislaus
2925,2012,AllAges,39.0,Tuolumne
2926,2012,Children (0-17),0.0,Tuolumne
2927,2012,Adults (18+),30.0,Tuolumne
2928,2012,AllAges,22.0,Stanislaus
2929,2012,Children (0-17),16.0,Stanislaus
2930,2012,Adults (18+),0.0,Stanislaus
2931,2012,AllAges,127.0,San Joaquin
2932,2012,Children (0-17),47.0,San Joaquin
2933,2012,Adults (18+),80.0,San Joaquin
2934,2012,AllAges,54.0,Merced
2935,2012,Children (0-17),32.0,Merced
2936,2012,Adults (18+),22.0,Merced
2937,2012,AllAges,403.0,San Joaquin
2938,2012,Children (0-17),130.0,San Joaquin
2939,2012,Adults (18+),273.0,San Joaquin
2940,2012,AllAges,235.0,San Joaquin
2941,2012,Children (0-17),84.0,San Joaquin
2942,2012,Adults (18+),151.0,San Joaquin
2943,2012,AllAges,42.0,Mariposa
2944,2012,Children (0-17),16.0,Mariposa
2945,2012,Adults (18+),26.0,Mariposa
2946,2012,AllAges,560.0,Merced
2947,2012,Children (0-17),197.0,Merced
2948,2012,Adults (18+),363.0,Merced
2949,2012,AllAges,263.0,Merced
2950,2012,Children (0-17),130.0,Merced
2951,2012,Adults (18+),133.0,Merced
2952,2012,AllAges,280.0,Merced
2953,2012,Children (0-17),114.0,Merced
2954,2012,Adults (18+),166.0,Merced
2955,2012,AllAges,425.0,Stanislaus
2956,2012,Children (0-17),120.0,Stanislaus
2957,2012,Adults (18+),305.0,Stanislaus
2958,2012,AllAges,294.0,Stanislaus
2959,2012,Children (0-17),124.0,Stanislaus
2960,2012,Adults (18+),170.0,Stanislaus
2961,2012,AllAges,227.0,Stanislaus
2962,2012,Children (0-17),69.0,Stanislaus
2963,2012,Adults (18+),158.0,Stanislaus
2964,2012,AllAges,267.0,Stanislaus
2965,2012,Children (0-17),83.0,Stanislaus
2966,2012,Adults (18+),184.0,Stanislaus
2967,2012,AllAges,152.0,Stanislaus
2968,2012,Children (0-17),47.0,Stanislaus
2969,2012,Adults (18+),105.0,Stanislaus
2970,2012,AllAges,53.0,Stanislaus
2971,2012,Children (0-17),25.0,Stanislaus
2972,2012,Adults (18+),28.0,Stanislaus
2973,2012,AllAges,196.0,Stanislaus
2974,2012,Children (0-17),83.0,Stanislaus
2975,2012,Adults (18+),113.0,Stanislaus
2976,2012,AllAges,48.0,Stanislaus
2977,2012,Children (0-17),28.0,Stanislaus
2978,2012,Adults (18+),20.0,Stanislaus
2979,2012,AllAges,134.0,Stanislaus
2980,2012,Children (0-17),40.0,Stanislaus
2981,2012,Adults (18+),94.0,Stanislaus
2982,2012,AllAges,105.0,Stanislaus
2983,2012,Children (0-17),66.0,Stanislaus
2984,2012,Adults (18+),39.0,Stanislaus
2985,2012,AllAges,52.0,Merced
2986,2012,Children (0-17),34.0,Merced
2987,2012,Adults (18+),18.0,Merced
2988,2012,AllAges,63.0,San Joaquin
2989,2012,Children (0-17),18.0,San Joaquin
2990,2012,Adults (18+),45.0,San Joaquin
2991,2012,AllAges,93.0,Stanislaus
2992,2012,Children (0-17),32.0,Stanislaus
2993,2012,Adults (18+),61.0,Stanislaus
2994,2012,AllAges,68.0,Stanislaus
2995,2012,Children (0-17),26.0,Stanislaus
2996,2012,Adults (18+),42.0,Stanislaus
2997,2012,AllAges,156.0,Tuolumne
2998,2012,Children (0-17),45.0,Tuolumne
2999,2012,Adults (18+),111.0,Tuolumne
3000,2012,AllAges,477.0,San Joaquin
3001,2012,Children (0-17),165.0,San Joaquin
3002,2012,Adults (18+),312.0,San Joaquin
3003,2012,AllAges,124.0,San Joaquin
3004,2012,Children (0-17),65.0,San Joaquin
3005,2009,Children (0-17),0.0,Alameda
3006,2012,Adults (18+),59.0,San Joaquin
3007,2012,AllAges,24.0,Tuolumne
3008,2012,Children (0-17),0.0,Tuolumne
3009,2012,Adults (18+),16.0,Tuolumne
3010,2012,AllAges,314.0,Stanislaus
3011,2012,Children (0-17),133.0,Stanislaus
3012,2012,Adults (18+),181.0,Stanislaus
3013,2012,AllAges,123.0,Stanislaus
3014,2012,Children (0-17),51.0,Stanislaus
3015,2012,Adults (18+),72.0,Stanislaus
3016,2012,AllAges,24.0,Stanislaus
3017,2012,Children (0-17),0.0,Stanislaus
3018,2012,Adults (18+),17.0,Stanislaus
3019,2012,AllAges,98.0,Merced
3020,2012,Children (0-17),51.0,Merced
3021,2012,Adults (18+),47.0,Merced
3022,2012,AllAges,49.0,San Joaquin
3023,2012,Children (0-17),28.0,San Joaquin
3024,2012,Adults (18+),21.0,San Joaquin
3025,2012,AllAges,199.0,Sonoma
3026,2012,Children (0-17),82.0,Sonoma
3027,2012,Adults (18+),117.0,Sonoma
3028,2012,AllAges,185.0,Sonoma
3029,2012,Children (0-17),63.0,Sonoma
3030,2012,Adults (18+),122.0,Sonoma
3031,2012,AllAges,146.0,Sonoma
3032,2012,Children (0-17),38.0,Sonoma
3033,2012,Adults (18+),108.0,Sonoma
3034,2012,AllAges,84.0,Sonoma
3035,2012,Children (0-17),14.0,Sonoma
3036,2012,Adults (18+),70.0,Sonoma
3037,2012,AllAges,244.0,Sonoma
3038,2012,Children (0-17),79.0,Sonoma
3039,2012,Adults (18+),165.0,Sonoma
3040,2012,AllAges,85.0,Sonoma
3041,2012,Children (0-17),32.0,Sonoma
3042,2012,Adults (18+),53.0,Sonoma
3043,2012,AllAges,165.0,Lake
3044,2012,Children (0-17),42.0,Lake
3045,2012,Adults (18+),123.0,Lake
3046,2012,AllAges,26.0,Lake
3047,2012,Children (0-17),0.0,Lake
3048,2012,Adults (18+),18.0,Lake
3049,2012,AllAges,36.0,Sonoma
3050,2012,Children (0-17),0.0,Sonoma
3051,2012,Adults (18+),28.0,Sonoma
3052,2012,AllAges,20.0,Mendocino
3053,2012,Children (0-17),0.0,Mendocino
3054,2012,Adults (18+),12.0,Mendocino
3055,2012,AllAges,22.0,Sonoma
3056,2012,Children (0-17),0.0,Sonoma
3057,2012,Adults (18+),12.0,Sonoma
3058,2012,AllAges,90.0,Mendocino
3059,2012,Children (0-17),31.0,Mendocino
3060,2012,Adults (18+),59.0,Mendocino
3061,2012,AllAges,32.0,Sonoma
3062,2012,Children (0-17),0.0,Sonoma
3063,2012,Adults (18+),25.0,Sonoma
3064,2012,AllAges,56.0,Sonoma
3065,2012,Children (0-17),18.0,Sonoma
3066,2012,Adults (18+),38.0,Sonoma
3067,2012,AllAges,13.0,Mendocino
3068,2012,Children (0-17),0.0,Mendocino
3069,2012,Adults (18+),0.0,Mendocino
3070,2012,AllAges,58.0,Lake
3071,2012,Children (0-17),14.0,Lake
3072,2012,Adults (18+),44.0,Lake
3073,2012,AllAges,55.0,Lake
3074,2012,Children (0-17),16.0,Lake
3075,2012,Adults (18+),39.0,Lake
3076,2012,AllAges,33.0,Lake
3077,2012,Children (0-17),0.0,Lake
3078,2012,Adults (18+),29.0,Lake
3079,2012,AllAges,21.0,Lake
3080,2012,Children (0-17),0.0,Lake
3081,2012,Adults (18+),15.0,Lake
3082,2012,AllAges,13.0,Lake
3083,2012,Children (0-17),0.0,Lake
3084,2012,Adults (18+),0.0,Lake
3085,2012,AllAges,16.0,Lake
3086,2012,Children (0-17),0.0,Lake
3087,2012,Adults (18+),13.0,Lake
3088,2012,AllAges,16.0,Mendocino
3089,2012,Children (0-17),0.0,Mendocino
3090,2012,Adults (18+),0.0,Mendocino
3091,2012,AllAges,80.0,Sonoma
3092,2012,Children (0-17),17.0,Sonoma
3093,2012,Adults (18+),63.0,Sonoma
3094,2012,AllAges,50.0,Sonoma
3095,2012,Children (0-17),0.0,Sonoma
3096,2012,Adults (18+),42.0,Sonoma
3097,2012,AllAges,181.0,Mendocino
3098,2012,Children (0-17),53.0,Mendocino
3099,2012,Adults (18+),128.0,Mendocino
3100,2012,AllAges,16.0,Lake
3101,2012,Children (0-17),0.0,Lake
3102,2012,Adults (18+),13.0,Lake
3103,2012,AllAges,105.0,Mendocino
3104,2012,Children (0-17),26.0,Mendocino
3105,2012,Adults (18+),79.0,Mendocino
3106,2012,AllAges,73.0,Sonoma
3107,2012,Children (0-17),18.0,Sonoma
3108,2012,Adults (18+),55.0,Sonoma
3109,2012,AllAges,232.0,Humboldt
3110,2012,Children (0-17),53.0,Humboldt
3111,2012,Adults (18+),179.0,Humboldt
3112,2012,AllAges,115.0,Humboldt
3113,2012,Children (0-17),28.0,Humboldt
3114,2012,Adults (18+),87.0,Humboldt
3115,2012,AllAges,110.0,Humboldt
3116,2012,Children (0-17),19.0,Humboldt
3117,2012,Adults (18+),91.0,Humboldt
3118,2012,AllAges,136.0,Humboldt
3119,2012,Children (0-17),30.0,Humboldt
3120,2012,Adults (18+),106.0,Humboldt
3121,2012,AllAges,118.0,Del Norte
3122,2012,Children (0-17),40.0,Del Norte
3123,2012,Adults (18+),78.0,Del Norte
3124,2012,AllAges,138.0,Humboldt
3125,2012,Children (0-17),34.0,Humboldt
3126,2012,Adults (18+),104.0,Humboldt
3127,2012,AllAges,25.0,Humboldt
3128,2012,Children (0-17),0.0,Humboldt
3129,2012,Adults (18+),18.0,Humboldt
3130,2012,AllAges,12.0,Humboldt
3131,2012,Children (0-17),0.0,Humboldt
3132,2012,Adults (18+),0.0,Humboldt
3133,2012,AllAges,13.0,Humboldt
3134,2012,Children (0-17),0.0,Humboldt
3135,2012,Adults (18+),0.0,Humboldt
3136,2012,AllAges,15.0,Humboldt
3137,2012,Children (0-17),0.0,Humboldt
3138,2012,Adults (18+),15.0,Humboldt
3139,2012,AllAges,33.0,Humboldt
3140,2012,Children (0-17),12.0,Humboldt
3141,2012,Adults (18+),21.0,Humboldt
3142,2012,AllAges,12.0,Del Norte
3143,2012,AllAges,29.0,Humboldt
3144,2012,Children (0-17),0.0,Humboldt
